Stock,Period,Quarterly Gross Profit Score,Quarterly Gross Profit Changed %,Annual Gross Profit Score,Annual Gross Profit Changed %,Quarterly Revenue Score,Quarterly Revenue Changed %,Annual Revenue Score,Annual Revenue Changed %,Quarterly EPS Score,Quarterly EPS Changed %,Annual EPS Score,Annual EPS Changed %
ELY,1,0,-147.41,0,-140.79,0,-135.3,0,-117.79,0.0,-237.82,0.0,-999.42
ELY,2,1,271.35,1,59.86,1,283.01,1,99.19,1.0,118.8,0.0,-115.32
EME,1,0,-62.54,0,-76.68,0,-61.16,0,-132.09,0.0,-82.3,0.0,-413.9
EME,2,1,384.46,1,144.71,1,174.98,1,122.53,1.0,181.39,0.0,-31.16
EMN,1,0,-89.87,0,-13.77,0,-70.65,0,-0.23,0.0,-116.43,0.0,-31.33
EMN,2,1,203.45,0,-6275.0,1,172.72,0,-237.3,1.0,647.98,0.0,-36.39
EMR,1,0,-153.68,0,-295.34,0,-152.95,0,-255.96,0.0,-148.46,0.0,-275.24
EMR,2,1,311.08,0,-66.92,1,376.01,0,-60.57,1.0,490.81,0.0,-84.69
ENB,1,2,262.94,0,-127.56,0,-32.0,0,-375.5,2.0,317.43,0.0,-158.76
ENB,2,0,-125.53,1,56.69,1,142.94,1,76.5,0.0,-117.65,1.0,790.65
ENBL,1,2,460.76,0,-354.44,2,15.19,0,-22.29,2.0,127.08,0.0,-226.71
ENBL,2,1,111.9,0,-67.96,1,176.66,0,-161.29,0.0,-936.45,0.0,-226.54
ENIA,1,0,-46.04,0,-21.55,2,107.62,0,-66.0,2.0,211.77,0.0,-75.28
ENIA,2,1,213.62,0,-51.94,1,165.76,0,-35.84,0.0,-144.74,1.0,690.76
ENIC,1,0,-84.59,0,-123.83,0,-179.8,0,-132.62,2.0,118.82,0.0,-99.94
ENIC,2,1,587.93,0,-46.51,1,220.83,1,399.33,0.0,-1266.66,0.0,-383.5
ENLC,1,0,-47.45,0,-205.51,0,-28.61,0,-63.41,0.0,-666.67,0.0,-98.08
ENLC,2,1,224.84,0,-110.75,1,166.66,0,-163.36,1.0,96.68,0.0,-3054.24
ENR,1,2,141.19,0,-82.61,0,-29.7,0,-74.12,2.0,167.81,0.0,-502.22
ENR,2,0,-10.72,1,1110.43,1,31.9,1,1521.76,0.0,-357.3,0.0,-17.12
ENS,1,2,259.46,2,77.23,2,1128.57,2,13.81,2.0,492.62,0.0,-141.0
ENS,2,1,115.24,1,423.33,1,104.98,0,-3.42,0.0,-99.94,1.0,245.02
ENV,1,0,-201.71,2,197.34,0,-39.15,2,0.93,2.0,473.37,0.0,-250.0
ENV,2,1,499.02,0,-59.47,1,261.1,0,-42.61,0.0,-86.03,1.0,366.38
ENVA,1,0,-47.44,0,-32.88,0,-28.71,0,-298.0,2.0,14.46,2.0,2248.02
ENVA,2,1,89.76,0,-6.16,1,725.14,0,-36.68,0.0,-88.48,0.0,-135.56
ENZ,1,0,-33.4,2,105.26,2,201.22,0,-67.72,2.0,271.43,0.0,-1159.24
ENZ,2,1,424.8,0,-291.76,1,221.25,0,-406.19,0.0,-113.34,1.0,136.1
EOG,1,0,-90.67,0,-821.1,0,-72.4,0,-3701.82,0.0,-98.8,0.0,-162.48
EOG,2,1,528.11,0,-108.32,1,239.19,0,-102.08,0.0,-7998.2,0.0,-90.14
EPAC,1,2,504.23,0,-870.69,0,-22.04,0,-1274.29,2.0,140.0,2.0,109.51
EPAC,2,1,112.9,0,-62.39,1,139.37,0,-47.63,1.0,141.67,0.0,-1439.78
EPAM,1,2,67.55,0,-33.98,2,247.77,0,-34.86,2.0,252.38,0.0,-96.91
EPAM,2,1,216.23,0,-4.88,1,207.9,0,-9.57,0.0,-260.93,1.0,852.16
EPC,1,0,-700.63,0,-28.83,0,-863.37,0,-113.88,0.0,-104.9,2.0,125.54
EPC,2,0,-76.44,0,-20.1,1,113.5,0,-50.36,1.0,529.63,0.0,-125.67
EPD,1,2,30.71,0,-108.98,0,-91.31,0,-66.34,2.0,109.28,0.0,-79.92
EPD,2,1,214.93,0,-70.8,1,187.99,0,-141.1,0.0,-217.03,1.0,463.27
EPR,1,2,217.3,0,-494.37,2,213.87,0,-343.13,0.0,-95.09,0.0,-548.4
EPR,2,0,-27.86,0,-1.72,0,-30.18,1,60.5,0.0,-88.72,0.0,-4662.3
EQC,1,0,-587.29,0,-77.45,0,-898.52,0,-37.17,2.0,290.91,0.0,-110.71
EQC,2,1,200.85,0,-26.07,1,109.94,0,-16.7,0.0,-11.77,0.0,-93.01
EQH,1,0,-2.74,0,-98.95,0,-117.42,2,171.3,0.0,-54.64,,
EQH,2,0,-59.06,0,-610.4,1,236.95,0,-1084.08,0.0,-125.59,,
EQNR,1,0,-66.04,0,-47.39,0,-88.59,0,-36.9,0.0,-1051.05,0.0,-437.51
EQNR,2,1,189.49,0,-181.99,1,197.89,0,-169.07,0.0,-69.05,0.0,-221.93
EQR,1,0,-88.1,0,-237.84,0,-69.54,0,-200.21,2.0,379.0,0.0,-112.31
EQR,2,0,-252.28,1,72.36,0,-12.8,1,10.93,0.0,-319.6,1.0,445.87
EQT,1,2,33.85,0,-73.97,2,100.44,0,-41.15,2.0,185.67,0.0,-49.1
EQT,2,1,274.44,0,-130.41,1,166.67,0,-128.18,0.0,-119.23,0.0,-78.6
ERF,1,0,-97.08,0,-373.51,0,-96.42,0,-1376.43,0.0,-20.49,0.0,-57.16
ERF,2,1,387.26,0,-124.92,1,220.96,0,-107.15,0.0,-99.59,0.0,-387.91
ERJ,1,2,212.81,2,226.57,2,12325.71,2,156.41,0.0,-713.25,0.0,-50.0
ERJ,2,0,-220.49,0,-350.25,0,-98.85,0,-367.28,0.0,-80.87,0.0,-394.89
ES,1,0,-146.88,2,109.6,0,-123.41,2,376.34,0.0,-162.82,2.0,294.46
ES,2,1,254.0,1,127.27,1,212.81,0,-89.64,1.0,234.69,0.0,-400.89
ESE,1,0,-188.07,0,-147.75,0,-205.81,0,-84.68,2.0,176.4,2.0,307.64
ESE,2,1,705.03,1,50.41,1,571.89,1,2166.67,0.0,-3737.59,0.0,-117.5
ESI,1,0,-62.62,0,-95.08,0,-47.07,2,115.2,0.0,-101.43,0.0,-110.91
ESI,2,1,243.03,0,-316.12,1,261.42,0,-245.33,1.0,2199.9,1.0,1614.1
ESNT,1,0,-100.82,0,-159.07,0,-42.03,0,-50.97,0.0,-100.14,0.0,-268.54
ESNT,2,1,435.24,1,3.0,0,-6.65,0,-16.87,1.0,810.09,0.0,-4.55
ESS,1,0,-182.69,0,-175.6,0,-715.69,0,-125.72,2.0,342.66,2.0,136.65
ESS,2,0,-83.83,1,219.92,0,-91.85,1,172.02,0.0,-82.99,1.0,226.27
ESTC,1,0,-33.9,0,-7.65,0,-32.18,0,-17.81,0.0,-26.4,0.0,-9.82
ESTC,2,1,141.04,0,-16.05,1,193.16,0,-14.17,0.0,-15.61,0.0,-262.68
ESTE,1,2,306.4,0,-84.58,2,272.04,0,-74.76,0.0,-65.76,0.0,-125.76
ESTE,2,0,-38.33,0,-78.89,0,-37.05,0,-59.84,0.0,-126.79,1.0,567.95
ET,1,0,-133.22,0,-139.52,0,-97.78,0,-12339.13,2.0,156.57,0.0,-1103.83
ET,2,1,6133.33,0,-44.18,1,196.67,0,-99.31,0.0,-329.74,0.0,-72.88
ETH,1,0,-75.48,0,-1765.74,0,-71.71,0,-701.91,0.0,-55.5,0.0,-136.82
ETH,2,1,281.07,0,-20.0,1,267.19,0,-682.22,1.0,104.14,0.0,-1270.39
ETM,1,0,-74.4,0,-662.98,0,-63.95,0,-1640.11,0.0,-85.68,0.0,-89.25
ETM,2,1,404.58,0,-92.31,1,229.12,0,-98.73,0.0,-380.9,0.0,-141.91
ETN,1,0,-95.44,0,-3395.38,0,-79.52,0,-1534.65,0.0,-99.16,0.0,-584.39
ETN,2,1,248.3,0,-109.6,1,189.22,0,-117.09,1.0,958.11,1.0,126.11
ETR,1,0,-200.31,0,-45.07,0,-190.31,0,-490.76,0.0,-157.02,0.0,-73.61
ETR,2,1,1790.48,1,204.64,1,3547.46,0,-101.69,0.0,-78.03,0.0,-65.0
ETRN,1,0,-39.9,0,-173.8,2,77.17,0,-181.08,0.0,-109.14,2.0,220.45
ETRN,2,1,120.56,0,-84.44,1,111.12,0,-86.5,1.0,488.86,0.0,-121.89
EV,1,2,313.14,0,-503.4,2,16.69,2,618.52,2.0,109.16,0.0,-624.0
EV,2,0,-1818.26,0,-118.22,1,95.91,0,-105.16,0.0,-3248.43,0.0,-56.02
EVA,1,2,86.46,0,-34.3,0,-33.54,2,44.43,0.0,-100.0,0.0,-106.06
EVA,2,1,577.2,1,308.82,1,291.88,1,213.66,0.0,-159.79,0.0,-4849.24
EVC,1,2,284.77,0,-95.33,2,232.94,0,-81.68,2.0,148.9,0.0,-197.16
EVC,2,0,-2830.2,0,-136.47,0,-220.22,0,-141.4,1.0,117.14,0.0,-112.13
EVH,1,0,-175.15,2,233.43,0,-74.54,0,-40.54,0.0,-47.72,0.0,-1489.7
EVH,2,1,38.96,0,-135.6,1,410.86,0,-20.81,0.0,-154.55,0.0,-62.38
EVR,1,2,780.67,2,585.04,2,766.2,2,625.46,2.0,1676.14,2.0,211.63
EVR,2,0,-192.44,0,-112.77,0,-211.41,0,-110.32,0.0,-130.56,0.0,-108.75
EVRG,1,0,-194.49,0,-96.66,0,-199.25,0,-122.31,2.0,89.54,2.0,14.51
EVRG,2,1,421.08,0,-53.79,1,361.41,0,-69.25,1.0,509.86,1.0,253.95
EVRI,1,2,430.15,2,6.09,2,387.94,2,126.18,0.0,-75.31,0.0,-80.68
EVRI,2,0,-321.21,1,37.56,0,-199.91,0,-485.71,0.0,-140.0,1.0,253.45
EVTC,1,2,384.89,0,-62.75,2,580.18,0,-35.71,2.0,512.7,0.0,-59.05
EVTC,2,0,-1517.46,1,788.06,0,-20.39,1,153.42,0.0,-155.1,1.0,312.65
EW,1,0,-83.61,0,-86.21,0,-80.93,0,-94.76,0.0,-101.6,0.0,-145.93
EW,2,1,223.11,1,85.22,1,229.31,1,100.6,1.0,355.65,1.0,76.56
EXK,1,0,-64.69,0,-681.81,2,1067.73,0,-191400.0,0.0,-22.22,0.0,-15.56
EXK,2,1,509.23,0,-42.91,0,-78.53,1,100.25,0.0,-431.99,0.0,-235.0
EXPR,1,2,981.05,2,1914.9,2,84.45,0,-135.38,0.0,-45.39,0.0,-4297.51
EXPR,2,0,-83.87,0,-91.56,1,125.79,0,-6.25,0.0,-154.01,0.0,-32.17
EXR,1,2,233.09,0,-46.14,0,-32.72,0,-50.28,2.0,252.3,2.0,1677.17
EXR,2,1,412.79,0,-2.55,1,419.48,1,10.74,1.0,377.01,0.0,-92.94
EXTN,1,2,203.66,0,-150.43,2,276.3,0,-126.63,0.0,-39.45,0.0,-1705.05
EXTN,2,0,-156.04,0,-15.38,0,-167.98,0,-65.0,0.0,-3.76,0.0,-126.06
F,1,0,-111.07,0,-297.05,0,-104.41,0,-566.06,0.0,-289.58,0.0,-3236.37
F,2,1,506.6,0,-26.9,1,314.85,0,-222.03,0.0,-26.74,0.0,-89.01
FAF,1,0,-36.9,2,2.81,0,-34.55,2,80.51,2.0,697.42,0.0,-101.98
FAF,2,0,-14.13,1,942.45,1,36.8,1,1980.95,0.0,-96.27,1.0,323.51
FBC,1,0,-136.06,2,230.82,0,-136.06,2,230.82,0.0,-129.69,2.0,718.99
FBC,2,0,-33.17,1,85.96,0,-33.17,1,85.96,0.0,-40.73,0.0,-90.55
FBHS,1,0,-68.07,2,28.86,0,-97.71,2,10.78,0.0,-100.0,2.0,91.22
FBHS,2,1,1049.77,1,116.75,1,1145.83,1,33.51,1.0,425.8,1.0,223.18
FBK,1,2,12985.37,0,-32.83,2,12985.37,0,-32.83,2.0,748.81,0.0,-1043.37
FBK,2,0,-100.69,0,-33.63,0,-100.69,0,-33.63,0.0,-103.53,0.0,-89.43
FBP,1,2,199.25,0,-180.76,2,199.25,0,-180.76,2.0,73.09,0.0,-126.97
FBP,2,0,-22.6,1,56.28,0,-22.6,1,56.28,0.0,-94.45,0.0,-108.41
FC,1,0,-109.43,0,-217.77,0,-104.28,0,-260.48,0.0,-270.6,0.0,-940.89
FC,2,1,234.28,0,-60.58,1,203.49,0,-43.76,1.0,110.01,0.0,-383.65
FCF,1,2,1068.89,0,-355.13,2,1068.89,0,-355.13,2.0,309.96,0.0,-3116.13
FCF,2,0,-99.02,0,-51.19,0,-99.02,0,-51.19,0.0,-104.39,0.0,-101.08
FCN,1,0,-274.29,0,-121.23,0,-70.46,0,-71.22,2.0,158.73,0.0,-100.78
FCN,2,1,241.51,0,-7.26,1,338.89,1,31.53,1.0,142.65,1.0,4.36
FCPT,1,0,-26.44,0,-25.71,0,-22.89,0,-42.21,0.0,-3.9,2.0,110.99
FCPT,2,1,319.7,1,37.56,1,240.68,1,47.64,1.0,204.05,0.0,-302.95
FCX,1,0,-32.26,2,195.81,0,-35.94,0,-93.74,0.0,-79.9,2.0,411.44
FCX,2,0,-97.28,0,-947.57,1,185.25,0,-267.33,1.0,482.0,0.0,-358.37
FDP,1,0,-93.79,0,-201.26,2,113.53,0,-5709.09,0.0,-3599.62,0.0,-106.14
FDP,2,0,-197.31,1,163.21,0,-308.26,0,-101.1,0.0,-106.46,1.0,440.35
FDS,1,2,103.03,0,-70.42,0,-52.76,0,-35.18,2.0,211.45,0.0,-81.49
FDS,2,0,-132.54,1,111.73,1,118.97,0,-40.25,0.0,-190.1,1.0,717.35
FDX,1,0,-98.65,2,174.82,0,-43.15,0,-110.49,0.0,-100.76,2.0,260.82
FDX,2,1,526.24,0,-334.94,1,1628.38,0,-23.85,1.0,329.15,0.0,-270.14
FE,1,0,-176.44,2,213.68,0,-211.45,0,-10.61,0.0,-198.02,2.0,218.42
FE,2,1,1050.2,0,-112.06,1,387.39,0,-165.78,0.0,-84.58,0.0,-110.3
FENG,1,0,-168.26,0,-88.68,0,-121.83,2,188.92,0.0,-25.0,2.0,560.07
FENG,2,1,162.57,0,-219.43,1,132.77,0,-239.29,0.0,-26.09,0.0,-425.0
FET,1,0,-3290.1,0,-2227.17,2,206.21,0,-358.7,0.0,-229.99,0.0,-89.5
FET,2,1,126.85,0,-112.54,0,-77.51,0,-133.73,0.0,-44.85,0.0,-1320.13
FF,1,2,743.34,0,-99.61,2,232.83,0,-607.4,0.0,-165.48,0.0,-47.93
FF,2,0,-28.3,1,562.05,0,-106.54,0,-32.6,0.0,-72.17,1.0,316.6
FFG,1,0,-1387.41,0,-224.21,2,120.98,0,-171.63,0.0,-101.71,2.0,171.75
FFG,2,0,-107.07,1,250.86,0,-102.96,1,408.47,1.0,1183.2,0.0,-160.58
FHI,1,0,-1206.25,0,-48.87,0,-114.42,0,-45.67,2.0,50.56,0.0,-14.19
FHI,2,1,117.39,1,430.02,1,141.86,1,467.0,0.0,-76.83,1.0,197.3
FHN,1,0,-90.78,2,509.35,0,-90.78,2,509.35,0.0,-112.16,2.0,325.92
FHN,2,1,537.69,0,-113.6,1,537.69,0,-113.6,1.0,41.18,0.0,-110.63
FI,1,2,261.19,0,-482.34,2,820.92,0,-397.45,0.0,-66.96,0.0,-262.52
FI,2,0,-69.41,0,-55.47,0,-93.53,0,-26.19,0.0,-24.42,0.0,-563.48
FIT,1,0,-33.77,0,-130.54,2,1.11,0,-20.28,0.0,-92.59,0.0,-78.44
FIT,2,1,226.2,0,-37.39,1,162.15,0,-74.89,0.0,-671.97,0.0,-76.41
FIX,1,0,-772.82,0,-28.07,0,-46.33,0,-53.41,0.0,-79.26,0.0,-97.43
FIX,2,0,-95.78,0,-42.9,0,-163.81,0,-10.32,1.0,361.34,1.0,816.31
FL,1,2,15.33,0,-542.58,2,181.43,0,-787.95,2.0,245.77,0.0,-103.12
FL,2,0,-84.91,1,220.88,0,-98.17,0,-58.91,1.0,176.62,1.0,300.6
FLNG,1,2,409.4,0,-54.78,2,259.63,0,-33.03,2.0,384.97,,
FLNG,2,1,166.75,0,-87.97,1,188.15,0,-69.66,0.0,-65.87,,
FLOW,1,0,-84.95,0,-807.14,0,-30.68,0,-88.87,0.0,-37.58,2.0,133.58
FLOW,2,0,-9.54,0,-73.43,1,146.73,0,-173.46,1.0,138.08,0.0,-4876.42
FLR,1,0,-108.35,2,301.3,0,-44.81,0,-16.95,2.0,296.38,0.0,-7761.53
FLR,2,1,893.42,0,-231.45,0,-949.25,0,-129.8,0.0,-738.24,1.0,128.22
FLT,1,2,69.7,0,-225.51,0,-52.14,0,-210.96,0.0,-41.94,0.0,-242.71
FLT,2,1,376.77,0,-36.71,1,155.69,1,8.19,1.0,105.32,1.0,12.74
FLY,1,2,188.77,0,-194.45,2,186.99,0,-214.71,0.0,-144.31,0.0,-95.25
FLY,2,0,-4.11,1,139.39,0,-25.35,1,103.8,0.0,-54.18,1.0,2712.3
FMC,1,2,169.64,0,-122.09,2,201.8,0,-90.75,0.0,-39.2,2.0,972.11
FMC,2,0,-55.86,0,-93.16,0,-19.26,0,-89.08,0.0,-269.14,0.0,-74.73
FMS,1,0,-72.08,0,-44.02,0,-90.16,0,-61.03,0.0,-731.79,2.0,104.31
FMS,2,0,-368.16,1,132.61,0,-303.23,1,180.86,0.0,-71.84,0.0,-167.17
FN,1,0,-39.18,0,-77.18,0,-49.36,0,-76.55,0.0,-63.95,0.0,-114.76
FN,2,1,60.27,1,259.83,1,625.68,1,552.63,1.0,1522.56,1.0,429.41
FND,1,0,-72.42,0,-21.75,0,-88.22,0,-5.3,2.0,916.45,2.0,282.63
FND,2,1,398.68,1,14.08,1,388.49,0,-16.4,0.0,-586.05,0.0,-92.95
FNF,1,2,37.77,2,19.98,2,15.36,2,132.76,2.0,588.22,0.0,-56.4
FNF,2,0,-70.82,1,2425.93,0,-54.61,1,1277.78,0.0,-97.32,1.0,1478.37
FNV,1,2,386.72,2,7981.58,2,330.61,2,1004.63,0.0,-68.39,2.0,592.31
FNV,2,0,-113.09,0,-93.3,0,-174.38,0,-131.36,1.0,205.08,0.0,-154.55
FOE,1,2,147.84,0,-328.64,2,196.12,0,-168.45,2.0,350.56,0.0,-329.65
FOE,2,0,-454.97,1,147.84,0,-815.97,1,166.31,0.0,-191.23,0.0,-89.05
FOR,1,0,-99.79,2,44.99,0,-112.2,0,-59.77,0.0,-105.79,2.0,214.78
FOR,2,1,1507.29,1,567.77,1,706.51,1,6652.02,1.0,2662.0,0.0,-237.04
FPH,1,0,-118.32,2,531.13,0,-140.05,2,526.09,2.0,41.67,2.0,169.21
FPH,2,1,529.48,0,-155.2,1,274.59,0,-125.52,1.0,137.65,0.0,-220.99
FPI,1,0,-41.28,0,-134.33,2,108.53,0,-120.98,0.0,-9.99,2.0,475.01
FPI,2,0,-73.55,0,-48.54,0,-79.19,0,-56.59,0.0,-92.22,0.0,-99.98
FRC,1,0,-21.97,2,39.69,0,-21.97,2,39.69,0.0,-104.13,2.0,44.64
FRC,2,1,139.6,0,-35.82,1,139.6,0,-35.82,0.0,-10.02,0.0,-30.09
FRO,1,0,-15.61,0,-18.94,0,-18.74,0,-4.98,0.0,-452.22,0.0,-89.88
FRO,2,0,-1006.69,1,1184.95,0,-500.33,1,94.65,0.0,-52.23,1.0,1815.05
FRT,1,0,-64.95,0,-1037.2,0,-71.89,0,-578.57,2.0,184.1,0.0,-244.23
FRT,2,1,183.32,0,-75.0,1,178.8,0,-62.99,0.0,-460.84,1.0,325.98
FSK,1,0,-87.65,2,1736.85,0,-87.65,2,1736.85,2.0,627.85,0.0,-138.56
FSK,2,0,-330.85,0,-528.42,0,-330.85,0,-528.42,0.0,-96.59,1.0,628.86
FSKR,1,2,117.18,2,108.35,2,117.18,2,108.35,,,,
FSKR,2,0,-122.37,0,-278.7,0,-122.37,0,-278.7,,,,
FSLY,1,2,326.83,2,25.2,2,415.4,2,16.63,0.0,-643.04,,
FSLY,2,0,-130.84,1,3.0,0,-128.89,1,2.27,0.0,-98.97,,
FSS,1,2,39.14,0,-162.72,2,49.3,0,-161.24,0.0,-85.76,0.0,-179.5
FSS,2,1,154.32,0,-47.58,1,164.22,0,-43.09,1.0,317.24,0.0,-71.97
FTCH,1,0,-38.41,2,25.09,2,16.88,0,-8.0,0.0,-94.86,,
FTCH,2,1,696.93,1,18.21,1,99.6,1,23.95,0.0,-1387.59,,
FTI,1,0,-639.22,0,-2876.25,0,-51.69,0,-139.15,0.0,-500.01,0.0,-27.04
FTI,2,0,-153.47,1,178.54,1,523.33,1,141.01,0.0,-232.79,0.0,-98.47
FTK,1,0,-1711.85,0,-297.73,2,180.1,0,-22.29,0.0,-327.32,0.0,-65.35
FTK,2,0,-59.79,0,-393.0,0,-9589.29,0,-192.18,0.0,-29.36,0.0,-237.95
FTS,1,2,1039.02,0,-41.74,2,400.47,0,-63.03,2.0,60.11,0.0,-175.13
FTS,2,0,-91.83,1,482.99,1,116.15,1,337.38,1.0,166.43,1.0,243.85
FTV,1,0,-609.29,0,-66.1,0,-712.48,0,-92.33,2.0,433.25,2.0,268.32
FTV,2,1,395.87,1,156.16,1,353.86,1,159.12,0.0,-77.16,0.0,-142.85
FUL,1,2,672.07,0,-174.89,2,398.4,0,-22.36,0.0,-108.57,0.0,-72.86
FUL,2,0,-79.09,0,-106.04,0,-42.4,0,-114.87,0.0,-86.65,0.0,-112.57
FUN,1,0,-51.48,0,-1552.05,0,-104.99,0,-1035.86,0.0,-794.9,0.0,-1340.26
FUN,2,0,-980.0,1,1696.36,1,1499.82,1,366.17,0.0,-93.4,1.0,187.15
G,1,0,-71.45,0,-60.84,0,-59.14,0,-69.05,2.0,226.04,0.0,-7.55
G,2,1,299.74,1,510.31,1,257.6,1,79.67,0.0,-672.9,1.0,75.05
GATX,1,0,-75.38,2,106.56,0,-87.69,0,-74.35,0.0,-391.21,0.0,-604.95
GATX,2,1,42.99,1,113.68,1,251.35,1,116.23,1.0,241.58,1.0,109.26
GBX,1,0,-20.71,0,-65.03,0,-121.77,0,-139.0,0.0,-2765.61,0.0,-41.44
GBX,2,0,-248.32,0,-257.73,0,-174.4,1,26.38,0.0,-198.79,0.0,-292.31
GCI,1,2,53.82,2,283.26,2,20.65,2,267.54,0.0,-205.41,0.0,-72.04
GCI,2,1,145.72,1,87.74,1,132.38,1,63.38,0.0,-79.12,0.0,-140.66
GCO,1,0,-3.57,0,-56.66,0,-43.87,0,-86.41,2.0,261.46,2.0,556.91
GCO,2,1,159.99,0,-2.75,1,168.21,0,-45.64,0.0,-83.78,0.0,-75.4
GCP,1,2,549.45,0,-178.81,2,375.89,0,-362.96,2.0,3550.0,2.0,310.46
GCP,2,0,-51.08,0,-1007.69,0,-38.98,1,4.42,0.0,-166.67,0.0,-114.77
GD,1,2,25.71,0,-290.93,2,518.33,0,-141.51,0.0,-38.42,0.0,-214.25
GD,2,1,359.06,0,-25.41,0,-69.44,0,-48.25,1.0,420.99,0.0,-57.76
GDDY,1,0,-55.42,0,-9.23,0,-25.9,0,-10.79,0.0,-71.12,0.0,-806.69
GDDY,2,1,1656.1,0,-48.05,1,158.79,0,-35.75,1.0,106.1,1.0,260.06
GDOT,1,0,-74.95,2,213.53,0,-74.95,2,213.53,0.0,-225.0,0.0,-464.39
GDOT,2,0,-18.35,0,-76.38,0,-18.35,0,-76.38,0.0,-114.82,0.0,-138.87
GE,1,2,0.51,0,-2526.58,2,37.81,0,-785.41,2.0,715.38,2.0,353.54
GE,2,1,286.23,0,-99.22,1,169.45,0,-18.86,0.0,-63.54,0.0,-50.55
GEF,1,0,-254.21,0,-121.73,0,-117.57,0,-109.34,0.0,-105.24,0.0,-95.2
GEF,2,1,162.61,1,108.86,1,211.23,1,187.35,1.0,3114.51,0.0,-124.62
GEL,1,0,-28.97,0,-2239.18,0,-83.94,0,-78.35,0.0,-98.5,2.0,157.6
GEL,2,0,-33.28,0,-93.69,1,150.16,0,-134.01,0.0,-23060.0,0.0,-348.0
GEN,1,2,156.28,0,-21.11,0,-85.22,0,-11.64,0.0,-4.54,2.0,267.91
GEN,2,0,-554.17,0,-273.08,0,-227.63,0,-65.7,0.0,-153.92,0.0,-90.44
GEO,1,0,-270.7,0,-201.8,0,-87.84,0,-182.03,0.0,-1227.6,0.0,-297.12
GEO,2,1,286.9,1,220.89,0,-47.89,1,109.67,0.0,-86.46,1.0,2108.43
GES,1,0,-80.91,0,-39.37,0,-19.38,0,-74.81,2.0,366.72,2.0,197.92
GES,2,1,466.6,1,18.76,1,176.9,1,31.48,0.0,-73.15,1.0,274.4
GFF,1,0,-79.51,0,-22.71,0,-271.74,0,-23.33,2.0,299.36,2.0,152.09
GFF,2,0,-24.11,0,-46.28,0,-60.95,0,-60.61,0.0,-100.58,0.0,-109.47
GFL,1,0,-1724.33,0,-142.93,2,348.14,0,-68.53,,,,
GFL,2,0,-60.33,1,681.34,0,-35.34,1,106.98,,,,
GGG,1,0,-72.75,0,-78.29,0,-64.24,2,156.82,0.0,-99.47,0.0,-363.16
GGG,2,1,413.56,0,-123.5,1,1202.79,0,-103.63,1.0,584.27,0.0,-95.76
GHC,1,2,149.17,0,-93.81,0,-0.51,0,-116.78,0.0,-38.1,0.0,-122.94
GHC,2,1,235.67,0,-356.05,1,190.59,1,117.91,1.0,105.64,1.0,420.15
GHL,1,2,719.04,2,172.4,2,739.65,2,148.65,2.0,1819.94,2.0,396.03
GHL,2,1,173.53,0,-139.55,1,165.6,0,-140.37,0.0,-61.06,0.0,-125.2
GHM,1,0,-104.88,0,-159.06,0,-104.25,0,-107.27,0.0,-123.7,2.0,855.78
GHM,2,1,703.74,1,224.28,1,343.72,1,218.89,1.0,162.5,0.0,-67.02
GIB,1,0,-117.94,0,-38.7,2,177.16,0,-91.62,2.0,3139.57,0.0,-179.58
GIB,2,1,5633.25,0,-29.1,0,-65.74,0,-13.93,0.0,-92.35,0.0,-38.46
GIL,1,0,-93.02,0,-1183.62,0,-91.01,0,-925.43,2.0,180.41,0.0,-855.31
GIL,2,1,202.93,0,-989.83,1,424.61,0,-150.79,0.0,-63.15,0.0,-67.33
GIS,1,2,181.23,0,-12.29,2,162.04,0,-36.92,2.0,692.86,2.0,211.95
GIS,2,0,-139.67,1,293.82,0,-165.08,1,828.57,0.0,-97.41,0.0,-164.72
GL,1,0,-23.04,0,-138.67,2,136.67,0,-10.58,2.0,11.81,0.0,-101.23
GL,2,1,274.03,1,36.03,0,-71.56,1,45.66,1.0,31.31,1.0,124.22
GLOG,1,2,546.98,0,-77.49,2,1808.21,0,-67.04,0.0,-62.98,0.0,-86.42
GLOG,2,0,-236.23,0,-88.52,0,-68.4,0,-77.25,0.0,-1692.86,0.0,-171.41
GLP,1,0,-145.59,0,-7.19,2,192.85,0,-92.32,0.0,-101.85,0.0,-204.31
GLP,2,1,668.51,1,72.65,0,-92.67,1,409.2,1.0,2509.23,0.0,-46.28
GLT,1,2,101.26,0,-41.02,0,-90.38,0,-116.93,0.0,-90.0,2.0,325.13
GLT,2,1,123.71,1,243.14,1,220.48,0,-13.96,1.0,409.1,0.0,-96.27
GLW,1,0,-58.53,0,-242.91,0,-32.31,0,-192.06,0.0,-108.88,0.0,-832.77
GLW,2,1,40.83,0,-122.12,1,141.63,0,-83.72,1.0,2602.56,0.0,-101.96
GM,1,0,-100.28,0,-87.86,0,-94.85,0,-61.17,0.0,-105.07,0.0,-69.76
GM,2,1,6549.43,1,106.24,1,328.84,0,-767.0,1.0,238.9,0.0,-105.55
GME,1,2,189.43,0,-143.32,2,186.05,0,-617.65,0.0,-148.18,0.0,-99.1
GME,2,0,-79.72,0,-1085.0,0,-85.52,0,-141.86,0.0,-95.91,0.0,-2164.71
GMED,1,0,-86.18,0,-159.72,0,-82.2,0,-95.37,0.0,-93.39,0.0,-2480.77
