Stock,Period,Quarterly Gross Profit Score,Quarterly Gross Profit Changed %,Annual Gross Profit Score,Annual Gross Profit Changed %,Quarterly Revenue Score,Quarterly Revenue Changed %,Annual Revenue Score,Annual Revenue Changed %,Quarterly EPS Score,Quarterly EPS Changed %,Annual EPS Score,Annual EPS Changed %
JHG,1,2,38.6,2,212.59,2,60.0,2,197.98,2.0,213.09,0.0,-295.5
JHG,2,1,228.89,0,-119.46,1,246.62,0,-118.41,0.0,-87.08,0.0,-54.36
JHX,1,0,-95.41,0,-20.95,0,-98.64,0,-81.83,0.0,-102.78,0.0,-93.31
JHX,2,1,336.82,1,78.79,1,353.08,1,218.06,1.0,800.0,1.0,223.11
JILL,1,2,162.5,0,-740.24,2,1350.27,0,-281.9,0.0,-76.35,0.0,-1051.94
JILL,2,1,119.42,0,-109.7,1,103.99,0,-87.46,0.0,-7.56,0.0,-134.89
JKS,1,0,-86.31,2,212.78,2,1069.23,2,447.78,0.0,-101.49,0.0,-32.36
JKS,2,0,-106.41,1,176.91,0,-96.44,0,-122.78,1.0,283.47,1.0,234.92
JLL,1,2,200.97,0,-182.13,2,118.08,0,-208.89,0.0,-88.23,0.0,-1031.63
JLL,2,1,204.84,0,-12.09,1,179.4,0,-26.49,1.0,304.72,0.0,-95.81
JMP,1,2,999.52,2,168.91,2,1002.76,2,151.02,0.0,-433.34,0.0,-154.36
JMP,2,0,-100.62,0,-283.45,0,-102.02,0,-242.25,1.0,210.0,0.0,-87.08
JNJ,1,0,-80.61,0,-2350.0,0,-55.87,2,8.47,0.0,-2213.57,0.0,-691.67
JNJ,2,1,246.74,0,-99.71,1,231.63,0,-91.21,0.0,-94.08,0.0,-99.97
JNPR,1,2,45.87,0,-63.66,2,55.23,0,-99.77,0.0,-155.25,0.0,-41.73
JNPR,2,0,-11.35,0,-57.85,0,-45.99,0,-42.38,0.0,-30.56,0.0,-138.13
JP,1,0,-117.35,0,-52.72,0,-275.06,0,-79.94,0.0,-50.0,0.0,-69.98
JP,2,1,241.12,0,-170.02,1,141.64,0,-143.93,0.0,-7.14,0.0,-278.42
JPM,1,0,-66.29,0,-220.68,0,-66.29,0,-220.68,0.0,-72.99,0.0,-189.8
JPM,2,1,105.13,0,-38.42,1,105.13,0,-38.42,1.0,45.07,0.0,-55.17
JWN,1,2,1747.05,0,-194.74,2,643.28,0,-185.83,2.0,335.62,0.0,-114.97
JWN,2,1,109.81,0,-59.02,0,-77.24,0,-49.49,0.0,-86.07,0.0,-0.11
K,1,0,-116.0,2,185.34,2,198.08,2,513.04,0.0,-4142.86,2.0,210.23
K,2,0,-109.07,0,-3630.43,0,-167.1,0,-95.73,0.0,-198.99,0.0,-485.24
KAI,1,2,207.47,0,-222.59,2,684.21,0,-188.37,2.0,438.98,0.0,-115.46
KAI,2,1,202.55,0,-71.52,1,128.93,0,-51.52,0.0,-118.22,1.0,2156.1
KAR,1,0,-152.0,0,-679.38,0,-125.87,0,-253.89,0.0,-186.87,0.0,-169.29
KAR,2,1,262.92,0,-56.4,1,218.75,1,52.36,1.0,112.77,0.0,-441.55
KB,1,0,-255.52,2,37.16,0,-255.52,2,37.16,0.0,-43.12,2.0,148.11
KB,2,0,-84.66,0,-39.26,0,-84.66,0,-39.26,1.0,24.9,0.0,-116.07
KBH,1,2,9.39,0,-158.85,2,110.11,0,-6346.15,0.0,-31.37,0.0,-85.27
KBH,2,1,296.93,0,-65.7,1,161.79,0,-96.82,1.0,500.87,1.0,980.71
KBR,1,0,-116.52,0,-83.16,2,1567.44,0,-84.64,0.0,-127.95,0.0,-367.14
KBR,2,1,189.31,0,-64.21,0,-95.65,0,-16.92,1.0,470.81,0.0,-16.12
KEP,1,0,-183.57,2,581.52,0,-132.16,0,-57.5,0.0,-25.56,0.0,-71.82
KEP,2,1,23.82,0,-33.19,1,250.71,0,-210.09,1.0,787.84,0.0,-147.85
KEX,1,0,-18.16,0,-218.42,0,-83.37,0,-428.09,0.0,-305.57,0.0,-460.83
KEX,2,0,-40.95,0,-119.5,0,-48.37,0,-113.03,0.0,-91.12,1.0,205.52
KEY,1,0,-18.44,0,-248.4,0,-18.44,0,-248.4,0.0,-72.36,0.0,-310.65
KEY,2,1,103.24,0,-174.6,1,103.24,0,-174.6,1.0,238.8,0.0,-110.25
KEYS,1,0,-126.18,0,-100.2,0,-115.87,0,-117.43,0.0,-184.53,0.0,-99.33
KEYS,2,1,41.92,0,-17.87,1,59.49,0,-49.28,0.0,-84.37,1.0,418.78
KFY,1,0,-89.05,0,-84.26,0,-65.46,0,-96.11,0.0,-55.14,2.0,121.63
KFY,2,1,323.31,0,-43.45,1,221.34,0,-30.2,1.0,103.19,0.0,-138.39
KGC,1,0,-78.89,2,57.07,0,-54.22,2,131.15,0.0,-46.66,0.0,-97.09
KGC,2,0,-25.4,1,316.37,0,-14.92,1,423.36,1.0,166.13,1.0,2890.65
KIM,1,0,-75.88,0,-661.4,0,-57.55,0,-1642.0,2.0,619.6,2.0,940.29
KIM,2,1,142.67,0,-44.84,1,149.83,0,-83.33,0.0,-113.23,0.0,-225.12
KKR,1,0,-30.83,0,-91.36,0,-30.83,0,-91.36,2.0,8.32,0.0,-106.68
KKR,2,0,-67.85,1,651.88,0,-67.85,1,651.88,0.0,-71.14,1.0,1173.76
KL,1,0,-8.15,0,-2.77,2,3.92,2,54.47,2.0,217.81,2.0,0.64
KL,2,0,-10.33,1,53.96,1,88.79,1,124.9,0.0,-504.66,1.0,22.83
KMB,1,2,110.1,2,98.82,2,112.34,2,2068.42,2.0,147.28,0.0,-81.58
KMB,2,0,-490.7,1,174.78,1,119.42,0,-125.33,0.0,-939.73,1.0,248.1
KMI,1,0,-11.9,0,-528.97,0,-52.14,0,-72.77,0.0,-79.58,0.0,-308.56
KMI,2,1,142.0,0,-52.44,1,179.75,0,-306.56,1.0,271.43,0.0,-99.3
KMPR,1,2,366.67,0,-103.13,0,-87.37,0,-94.0,0.0,-395.7,0.0,-115.53
KMPR,2,0,-104.42,1,32.05,1,31.41,1,1.79,0.0,-104.15,1.0,285.34
KMT,1,2,461.19,0,-2855.56,2,78.97,0,-6754.84,2.0,238.21,0.0,-616.44
KMT,2,1,107.72,0,-95.19,1,126.06,0,-97.94,0.0,-70.78,0.0,-93.32
KMX,1,0,-108.34,2,44.39,0,-105.18,2,83.08,0.0,-100.35,0.0,-65.91
KMX,2,1,352.15,0,-20.65,1,284.42,0,-19.25,1.0,6105.39,1.0,216.97
KN,1,0,-58.7,0,-965.02,0,-48.41,0,-414.24,2.0,237.04,0.0,-205.81
KN,2,1,448.78,0,-77.84,1,627.25,0,-69.67,1.0,216.88,0.0,-2033.83
KNL,1,0,-110.0,0,-238.09,0,-91.23,0,-238.92,2.0,181.19,0.0,-1.51
KNL,2,1,183.6,0,-13.14,1,166.46,0,-35.38,0.0,-2009.1,0.0,-188.26
KNOP,1,0,-147.16,0,-99.79,0,-59.61,0,-95.82,0.0,-93.19,0.0,-442.18
KNOP,2,1,308.79,1,90.99,1,211.49,1,30.64,1.0,407.56,1.0,180.77
KNX,1,0,-57.35,2,316.75,0,-60.45,0,-62.5,0.0,-64.14,2.0,240.46
KNX,2,1,974.44,0,-105.1,1,347.54,0,-107.78,1.0,115.62,0.0,-47.98
KO,1,0,-111.33,0,-303.3,0,-102.24,0,-231.91,0.0,-514.75,0.0,-135.61
KO,2,1,220.77,1,219.14,1,224.54,1,263.83,0.0,-93.21,0.0,-90.89
KOF,1,0,-78.0,0,-226.35,0,-41.04,0,-183.91,2.0,178.82,0.0,-102.55
KOF,2,1,254.76,1,733.33,1,273.69,1,1430.0,0.0,-109.59,1.0,191.21
KOP,1,0,-401.93,0,-6.26,0,-4933.33,0,-58.74,0.0,-149.13,0.0,-56.91
KOP,2,0,-91.3,1,252.06,0,-97.57,0,-19.63,0.0,-92.62,1.0,1223.4
KOS,1,0,-91.69,0,-197.6,0,-71.32,0,-168.63,2.0,236.11,0.0,-1506.36
KOS,2,1,501.4,1,11.2,1,369.67,1,23.41,0.0,-818.22,0.0,-34.4
KR,1,0,-94.66,2,152.08,0,-90.57,2,131.03,0.0,-30.74,0.0,-157.25
KR,2,0,-179.31,0,-139.22,0,-160.78,0,-116.84,0.0,-111.51,1.0,3997.44
KRA,1,2,368.06,0,-71.76,2,78.76,0,-29.81,0.0,-98.1,0.0,-2250.52
KRA,2,0,-19.01,0,-494.99,1,129.77,0,-493.13,0.0,-4683.36,0.0,-28.43
KRC,1,0,-83.68,2,5.7,0,-88.89,0,-39.64,0.0,-59.53,0.0,-54.29
KRC,2,1,2131.58,1,123.16,1,570.93,1,206.09,1.0,372.08,0.0,-139.29
KREF,1,0,-162.34,0,-1091.18,0,-162.34,0,-1091.18,0.0,-262.55,0.0,-6066.67
KREF,2,0,-98.43,0,-95.15,0,-98.43,0,-95.15,0.0,-95.85,0.0,-102.92
KRO,1,0,-281.58,0,-2271.97,2,196.39,2,207.22,0.0,-84.85,0.0,-36.69
KRO,2,0,-17.08,0,-101.15,0,-164.12,0,-114.52,0.0,-116.23,0.0,-105.8
KRP,1,0,-81.17,0,-124.17,0,-85.33,0,-124.07,0.0,-726.19,0.0,-99.39
KRP,2,1,226.99,0,-46.76,1,228.09,0,-44.57,0.0,-83.56,0.0,-4569.61
KSS,1,0,-54.53,0,-258.44,0,-58.36,0,-275.0,0.0,-216.73,0.0,-77.51
KSS,2,1,178.74,0,-30.32,1,162.55,0,-64.88,1.0,135.34,0.0,-108.46
KSU,1,0,-79.26,0,-104.27,0,-74.89,0,-245.36,0.0,-114.94,2.0,277.25
KSU,2,1,203.51,1,46.27,1,181.17,1,10.24,1.0,375.7,0.0,-64.0
KTB,1,2,409.55,0,-135.17,2,317.71,0,-232.48,2.0,126.51,,
KTB,2,0,-6.36,0,-12.18,0,-35.55,0,-28.88,0.0,-863.64,,
KW,1,0,-59.96,0,-63.53,0,-77.09,0,-4.16,0.0,-87.83,2.0,105.22
KW,2,1,139.94,0,-444.5,1,134.47,0,-2020.59,0.0,-209.07,0.0,-99.69
KWR,1,0,-96.99,0,-7.64,0,-82.14,0,-18.23,2.0,723.29,0.0,-127.63
KWR,2,1,260.82,1,312.61,1,216.12,1,430.45,0.0,-78.19,1.0,386.97
L,1,0,-99.03,0,-767.24,0,-87.88,0,-365.27,2.0,43.72,0.0,-483.53
L,2,1,3031.7,1,166.95,1,296.39,1,147.3,1.0,438.32,1.0,228.24
LAD,1,0,-101.12,2,39.8,0,-71.57,0,-50.56,0.0,-97.74,2.0,903.82
LAD,2,1,5203.95,0,-42.18,1,2039.75,0,-58.14,1.0,43.86,0.0,-40.16
LADR,1,0,-108.48,0,-197.17,0,-105.42,0,-170.02,2.0,713.66,0.0,-159.68
LADR,2,1,356.82,0,-169.88,1,1134.53,0,-181.04,0.0,-47.42,1.0,851.97
LAIX,1,0,-133.68,0,-81.11,0,-161.87,0,-78.74,0.0,-57.1,,
LAIX,2,1,1066.34,0,-59.47,1,1462.88,0,-77.07,0.0,-919.49,,
LAZ,1,2,14964.86,2,102.21,2,5842.35,0,-92.64,0.0,-100.0,0.0,-135.44
LAZ,2,0,-95.65,0,-306.86,0,-88.48,0,-222.91,1.0,194.8,1.0,425.44
LB,1,0,-2.57,0,-242.45,2,81.82,0,-238.52,0.0,-78.8,0.0,-36.54
LB,2,0,-32.28,0,-345.45,0,-21.06,0,-150.94,1.0,1001.66,0.0,-385.46
LCI,1,0,-152.44,0,-103.06,2,170.84,0,-292.72,0.0,-8349.47,0.0,-91.69
LCI,2,0,-663.83,0,-187.5,0,-85.68,0,-157.49,0.0,-33.99,0.0,-127.53
LCII,1,0,-115.34,2,792.27,0,-109.4,2,525.42,0.0,-106.89,2.0,4229.41
LCII,2,1,431.17,0,-34.42,1,382.91,0,-127.57,1.0,882.58,0.0,-98.49
LDL,1,0,-82.22,0,-641.1,0,-96.31,0,-233.74,2.0,206.11,0.0,-98.7
LDL,2,1,219.54,0,-86.48,1,253.74,0,-47.68,0.0,-8.4,0.0,-937.02
LDOS,1,0,-77.87,2,316.72,0,-97.25,2,22.76,2.0,221.82,0.0,-124.8
LDOS,2,1,829.93,0,-41.75,1,1194.25,1,3579.17,0.0,-79.69,0.0,-64.72
LEA,1,0,-96.95,0,-78.39,0,-93.03,0,-120.54,0.0,-89.78,0.0,-206.05
LEA,2,1,431.17,0,-2706.58,1,322.43,0,-290.09,1.0,132.6,0.0,-252.24
LEAF,1,0,-132.36,2,495.02,0,-88.72,2,61516.67,2.0,210.07,0.0,-74.92
LEAF,2,0,-40.61,0,-109.44,0,-56.23,0,-100.3,1.0,207.5,0.0,-97.31
LEE,1,2,2173.03,2,419.7,2,106.72,2,438.28,2.0,2166.66,0.0,-72.64
LEE,2,0,-101.76,0,-25.53,0,-89.96,0,-54.81,0.0,-35.72,0.0,-208.61
LEG,1,0,-104.2,0,-183.82,0,-104.94,0,-187.89,0.0,-100.08,0.0,-383.32
LEG,2,1,340.85,1,1387.29,1,323.74,1,36.92,1.0,1529.69,1.0,52.3
LEN,1,0,-4.43,0,-84.53,2,47.73,0,-87.45,2.0,14.29,2.0,567.15
LEN,2,0,-19.47,1,114.3,0,-36.52,0,-86.9,0.0,-4.81,0.0,-90.96
LFT,1,0,-95.48,2,412.23,0,-95.48,2,412.23,0.0,-24.99,2.0,117.58
LFT,2,0,-38.1,0,-129.01,0,-38.1,0,-129.01,1.0,66.65,0.0,-789.74
LH,1,0,-75.46,2,2150.42,0,-62.56,2,975.9,0.0,-83.68,2.0,3086.09
LH,2,1,2255.38,0,-12.41,1,2187.69,0,-80.4,1.0,17.42,0.0,-88.86
LHX,1,2,245.88,0,-100.27,2,1002.5,0,-101.04,0.0,-203.31,0.0,-193.17
LHX,2,1,145.75,1,1073.55,1,110.23,1,1580.31,1.0,67.07,1.0,13.55
LII,1,0,-185.99,0,-30.04,0,-210.6,0,-130.96,0.0,-149.14,0.0,-158.53
LII,2,0,-73.99,0,-128.23,0,-59.8,0,-271.3,0.0,-95.41,0.0,-16.29
LIN,1,0,-42.11,0,-97.39,0,-18.93,0,-103.87,0.0,-80.96,2.0,118.24
LIN,2,1,299.16,1,260.46,1,239.66,1,194.81,1.0,376.73,0.0,-133.44
LL,1,2,301.26,0,-53.17,2,305.19,0,-86.51,2.0,722.23,2.0,375.06
LL,2,0,-122.24,0,-66.49,0,-485.23,0,-23.91,0.0,-198.52,0.0,-8.83
LLY,1,2,824.69,2,77.14,2,574.26,2,159.11,2.0,619.24,0.0,-112.83
LLY,2,1,140.46,0,-43.48,1,171.38,0,-49.54,0.0,-353.35,0.0,-89.47
LMT,1,2,241.38,0,-72.28,2,91.76,0,-16.98,2.0,21.38,0.0,-56.8
LMT,2,0,-159.69,0,-13.71,0,-53.3,1,47.83,1.0,194.13,0.0,-84.56
LNC,1,0,-49.43,0,-51.3,0,-143.58,0,-79.33,0.0,-110.92,0.0,-1.81
LNC,2,1,722.61,0,-284.05,1,355.51,0,-66.58,1.0,219.58,0.0,-106.74
LND,1,0,-110.17,0,-110.02,0,-430.93,0,-87.36,0.0,-269.57,0.0,-326.72
LND,2,0,-76.77,0,-74.84,0,-90.05,1,19.85,0.0,-10.26,0.0,-94.72
LNN,1,0,-315.33,2,236.05,0,-460.7,2,136.47,0.0,-214.81,2.0,1980.04
LNN,2,0,-24.11,0,-646.74,0,-47.5,0,-429.62,0.0,-45.16,0.0,-568.86
LOW,1,0,-46.33,2,3235.71,0,-51.01,2,1949.15,2.0,159.53,0.0,-55.88
LOW,2,0,-150.27,0,-60.19,0,-147.19,0,-69.9,0.0,-167.26,1.0,405.33
LPG,1,2,395.58,2,4505.93,2,346.56,2,12120.65,2.0,7404.6,2.0,322.87
LPG,2,0,-44.47,0,-17.35,0,-5.45,0,-79.09,0.0,-67.71,0.0,-87.59
LPI,1,0,-94.6,0,-164.68,0,-85.3,0,-21.25,0.0,-47.16,0.0,-25.85
LPI,2,1,301.14,0,-154.94,1,223.63,0,-170.38,0.0,-93.19,0.0,-426.29
LPL,1,0,-103.39,2,205.07,0,-60.16,2,190.68,2.0,170.3,0.0,-898.91
LPL,2,1,1137.77,0,-7.2,1,118.48,0,-71.52,0.0,-69.3,0.0,-216.79
LRN,1,0,-100.25,0,-105.04,0,-96.31,0,-76.97,0.0,-42.11,0.0,-200.74
LRN,2,1,1483.38,1,244.07,1,728.38,1,224.62,1.0,445.46,0.0,-99.5
LSPD,1,0,-23.33,2,21.27,2,4.18,2,56.23,0.0,-945.1,,
LSPD,2,1,682.48,0,-16.97,1,21408.33,1,5.13,0.0,-90.97,,
LTC,1,0,-49.45,0,-1645.92,0,-41.36,0,-231.13,0.0,-90.69,2.0,141.19
LTC,2,1,209.19,1,753.33,1,194.59,1,8723.08,1.0,636.75,0.0,-162.57
LUB,1,0,-97.04,0,-216.62,0,-47.69,0,-196.06,0.0,-205.12,0.0,-65.63
LUB,2,1,1464.76,0,-26.85,1,189.74,0,-296.87,1.0,124.81,0.0,-30.38
LUMN,1,0,-28.57,0,-117.16,0,-68.75,0,-29.98,0.0,-25198.25,0.0,-61.94
LUMN,2,0,-10.91,0,-107.92,0,-30.43,0,-117.82,0.0,-113.82,0.0,-16.16
LUV,1,0,-49.97,0,-3974.28,0,-84.25,0,-2927.49,0.0,-26.91,0.0,-48282.98
LUV,2,0,-83.22,0,-220.62,1,202.22,0,-45.48,0.0,-97.49,0.0,-97.95
LW,1,0,-106.04,0,-143.33,0,-2.76,0,-90.12,0.0,-99.87,0.0,-269.93
LW,2,1,223.03,1,9.05,1,130.08,1,20.45,1.0,6219.23,0.0,-52.76
LXFR,1,2,428.57,0,-117.23,0,-1008.91,0,-194.07,0.0,-25.71,0.0,-294.38
LXFR,2,0,-88.57,0,-192.92,1,107.33,0,-186.17,0.0,-109.24,1.0,285.16
LXU,1,0,-115.21,2,528.98,2,168.26,0,-8.96,0.0,-97.33,0.0,-67.33
LXU,2,0,-116.35,0,-151.66,0,-214.12,0,-70.02,0.0,-219.2,0.0,-88.79
LYB,1,2,2.26,0,-131.17,0,-22.77,0,-83.04,0.0,-54.11,0.0,-394.32
LYB,2,1,783.37,0,-2176.92,1,185.34,0,-183.68,0.0,-152.41,0.0,-1023.89
LYV,1,0,-124.94,0,-1020.11,0,-80.46,0,-1289.79,0.0,-95.52,0.0,-4.27
LYV,2,1,215.85,0,-26.35,1,256.89,0,-37.94,0.0,-1288.98,0.0,-25.25
LZB,1,0,-99.52,0,-58.76,0,-96.04,0,-123.26,0.0,-102.67,2.0,210.97
LZB,2,1,299.26,1,470.59,1,373.07,1,142.62,1.0,874.95,0.0,-296.83
M,1,0,-4.95,0,-1137.28,2,454.68,0,-1696.23,2.0,444.21,0.0,-1528.46
M,2,1,818.47,0,-667.21,0,-33.17,0,-518.42,0.0,-10.01,0.0,-62.78
MA,1,0,-50.96,0,-172.47,0,-50.96,0,-172.47,2.0,152.19,0.0,-147.31
MA,2,1,189.53,0,-34.13,1,189.53,0,-34.13,1.0,144.12,0.0,-21.77
MAA,1,2,415.63,0,-73.84,0,-95.53,0,-49.21,2.0,292.3,0.0,-148.52
MAA,2,0,-50.39,1,110.67,1,303.31,1,59.93,0.0,-118.23,1.0,281.64
MAC,1,0,-33.62,0,-314.43,2,17.18,0,-340.12,0.0,-4499.1,0.0,-636.91
MAC,2,1,117.34,0,-550.0,1,117.92,0,-237.33,0.0,-96.38,1.0,205.24
MAIN,1,2,20410.0,0,-298.83,2,20410.0,0,-298.83,0.0,-36.87,0.0,-278.65
MAIN,2,0,-98.64,0,-68.03,0,-98.64,0,-68.03,1.0,110.33,0.0,-154.83
MAN,1,0,-60.44,0,-186.14,0,-54.48,0,-167.45,2.0,440.17,0.0,-865.24
MAN,2,1,226.44,0,-310.33,1,218.65,0,-212.75,1.0,103.06,0.0,-251.62
MANU,1,2,553.49,0,-319.87,2,198.77,0,-397.0,0.0,-74.28,0.0,-248.26
MANU,2,0,-206.05,1,259.52,0,-28.46,1,334.25,0.0,-66.66,1.0,172.98
MAS,1,0,-160.61,2,5258.82,0,-149.96,2,796.25,0.0,-213.34,2.0,18.66
MAS,2,1,33.36,0,-97.43,1,7.26,0,-92.48,1.0,142.22,0.0,-16.16
MATX,1,0,-78.7,2,824.96,0,-63.18,2,1019.1,0.0,-82.31,2.0,640.43
MATX,2,1,7.48,0,-197.17,1,1067.17,0,-110.36,0.0,-84.62,0.0,-53.5
MAXR,1,0,-14.9,2,261.6,2,1145.59,2,144.71,0.0,-87.42,2.0,62.06
MAXR,2,0,-112.7,0,-103.03,0,-104.47,0,-117.58,0.0,-110.16,1.0,106.62
MBI,1,0,-124.01,0,-104.26,2,169.37,2,237.38,0.0,-45.88,0.0,-56.15
MBI,2,1,575.68,1,107.66,0,-112.06,0,-171.31,0.0,-7.56,0.0,-82.54
MBT,1,2,585.8,0,-52.33,2,712.1,0,-32.0,2.0,252.78,2.0,878.63
MBT,2,0,-62.28,1,945.9,0,-73.25,1,296.81,0.0,-120.0,0.0,-356.23
MC,1,2,248.38,2,293.51,2,246.61,2,267.51,0.0,-55.73,2.0,275.2
MC,2,1,217.65,0,-158.63,1,635.8,0,-153.52,1.0,621.47,0.0,-112.48
MCB,1,0,-72.37,0,-7.77,0,-72.37,0,-7.77,0.0,-101.0,0.0,-46.9
MCB,2,0,-88.24,0,-30.26,0,-88.24,0,-30.26,1.0,432.39,0.0,-93.07
MCD,1,0,-106.28,0,-499.06,0,-104.38,0,-2118.0,0.0,-108.3,0.0,-541.69
MCD,2,1,359.63,1,60.8,1,317.91,1,107.3,1.0,568.88,0.0,-75.45
MCK,1,0,-54.73,0,-55.1,0,-67.97,2,173.08,0.0,-4088.52,2.0,6097.78
MCK,2,1,158.29,1,762.34,1,288.73,0,-42.22,1.0,157.95,0.0,-52.45
MCO,1,0,-48.21,2,72.19,0,-11.62,2,29.11,0.0,-300.86,2.0,163.13
MCO,2,0,-158.3,1,9.59,0,-149.02,1,52.72,0.0,-275.16,0.0,-67.31
MCS,1,2,241.86,0,-21.26,2,523.11,2,104.72,0.0,-14.04,0.0,-46.01
MCS,2,0,-196.53,0,-25.37,0,-304.12,0,-47.04,0.0,-65.82,0.0,-127.46
MCY,1,2,158.37,0,-91.79,2,1141.43,0,-126.98,2.0,183.65,0.0,-99.71
MCY,2,0,-107.11,1,504.22,0,-101.67,1,1926.04,0.0,-118.1,1.0,5763.65
MDC,1,2,120.26,2,246.6,2,41.59,2,148.12,2.0,256.55,2.0,413.87
MDC,2,0,-76.49,0,-72.32,0,-54.19,0,-60.68,0.0,-89.74,0.0,-79.47
MDLY,1,0,-86.37,0,-27.4,0,-132.7,0,-3.51,0.0,-110.42,0.0,-99.25
MDLY,2,1,274.22,0,-64.44,1,134.32,0,-8.7,0.0,-29.7,0.0,-511.43
MDP,1,2,125.85,0,-123.72,2,153.72,0,-125.43,2.0,99.88,0.0,-839.67
MDP,2,1,231.2,1,71.47,1,201.81,1,26.97,1.0,392.73,0.0,-128.3
MDU,1,0,-171.49,0,-31.73,0,-177.34,0,-79.35,0.0,-150.62,0.0,-28.73
MDU,2,0,-35.45,1,1981.25,1,19.02,1,792.96,0.0,-81.73,1.0,870.71
MED,1,0,-108.37,0,-27.44,0,-110.34,0,-27.0,2.0,193.55,0.0,-61.49
MED,2,1,57.84,0,-38.11,1,0.52,0,-35.82,1.0,419.44,1.0,89.51
MEI,1,2,476.81,0,-75.89,2,715.72,0,-76.7,2.0,375.01,0.0,-42.94
MEI,2,0,-19.87,1,38.93,0,-64.5,0,-9.88,0.0,-15.01,1.0,254.66
MET,1,0,-148.03,0,-186.15,2,56.36,0,-203.24,0.0,-108.51,0.0,-126.77
MET,2,1,159.29,0,-86.16,1,159.09,0,-72.68,1.0,998.92,0.0,-34.29
MFA,1,0,-19.42,0,-1144.61,0,-10.33,0,-1030.21,0.0,-346.91,0.0,-1946.29
MFA,2,0,-137.21,1,434.36,0,-135.11,1,743.77,0.0,-109.62,1.0,216.24
MFC,1,2,389.12,0,-115.96,2,165.11,0,-100.83,0.0,-106.05,0.0,-70.33
MFC,2,0,-545.52,1,374.9,0,-238.0,1,417.32,1.0,542.4,0.0,-88.23
MGA,1,0,-98.38,0,-57.66,0,-86.01,0,-402.92,2.0,146.04,0.0,-255.93
MGA,2,1,1800.03,0,-258.22,1,323.47,0,-129.51,0.0,-704.59,0.0,-222.36
MGM,1,0,-91.73,0,-825.83,0,-90.79,0,-710.38,0.0,-58.08,0.0,-140.12
MGM,2,1,615.29,1,79.08,1,443.29,1,9.49,0.0,-82.5,1.0,600.34
MGP,1,2,1300.0,0,-235.52,0,-27.27,0,-94.74,0.0,-77.94,0.0,-1328.21
MGP,2,0,-100.0,1,19.55,0,-92.2,0,-90.19,0.0,-92.38,0.0,-92.08
MHK,1,0,-92.94,0,-109.88,0,-89.85,0,-3130.77,0.0,-95.86,0.0,-193.14
MHK,2,1,318.35,0,-23.15,1,348.26,0,-102.5,1.0,462.14,0.0,-12.3
MHO,1,0,-52.44,2,337.85,0,-63.14,2,133.23,0.0,-75.7,2.0,297.11
MHO,2,0,-28.96,0,-33.86,0,-20.85,0,-43.38,0.0,-55.31,0.0,-66.92
MITT,1,2,597.8,0,-154.87,2,588.13,0,-155.09,0.0,-32.17,0.0,-191.49
MITT,2,0,-138.35,1,933.31,0,-137.36,1,921.05,1.0,753.46,1.0,701.99
MIXT,1,0,-65.68,0,-141.42,0,-18.73,0,-85.08,2.0,101.68,0.0,-1578.88
MIXT,2,1,120.53,1,111.39,1,124.79,1,109.9,0.0,-81.82,0.0,-98.04
MKC,1,2,541.4,2,191.53,2,328.85,2,465.48,0.0,-147.45,2.0,124.3
MKC,2,0,-92.02,0,-83.83,0,-86.67,0,-93.06,0.0,-84.43,0.0,-128.51
MKL,1,2,250.55,0,-110.68,2,316.93,0,-94.42,2.0,273.43,0.0,-103.92
MKL,2,0,-105.66,1,171.69,0,-100.84,1,205.21,0.0,-131.94,1.0,1159.5
MLI,1,0,-84.52,0,-11.05,0,-61.44,0,-56.49,0.0,-130.37,2.0,2402.42
MLI,2,1,637.25,1,6.71,1,239.55,0,-128.87,1.0,523.45,0.0,-107.45
MLM,1,0,-429.03,0,-71.69,0,-343.26,0,-98.02,0.0,-208.09,0.0,-40.56
MLM,2,0,-96.45,1,6357.14,0,-87.16,1,60.87,0.0,-95.35,1.0,191.55
MLP,1,2,765.27,0,-128.41,2,3217.11,0,-286.54,0.0,-140.01,0.0,-1905.49
MLP,2,1,464.74,1,253.77,0,-95.24,1,120.9,0.0,-4.47,0.0,-87.86
MLR,1,2,114.87,0,-34.77,2,214.82,0,-4.77,2.0,88.16,0.0,-65.87
MLR,2,0,-85.98,1,451.03,0,-102.48,1,574.25,1.0,111.81,1.0,201.56
MMC,1,2,236.14,0,-97.53,2,313.83,0,-69.77,2.0,136.13,2.0,178.99
MMC,2,0,-3.52,1,89.47,0,-46.83,1,72.42,0.0,-83.55,0.0,-55.58
MMP,1,0,-115.68,0,-9241.67,0,-106.68,0,-215.19,0.0,-119.72,0.0,-20.31
MMP,2,1,192.43,0,-99.13,1,172.71,0,-127.44,1.0,211.57,0.0,-144.35
MMS,1,0,-22.77,0,-54.1,0,-6.0,0,-3.68,2.0,168.75,0.0,-180.34
MMS,2,0,-71.46,1,551.75,0,-75.42,1,961.25,0.0,-102.03,1.0,94.37
MN,1,2,541.28,0,-74.55,0,-20.46,0,-58.03,0.0,-76.67,0.0,-257.12
MN,2,0,-78.31,0,-46.35,1,331.43,0,-21.3,1.0,233.33,0.0,-73.47
MNR,1,0,-22.27,0,-49.33,2,7.77,0,-41.21,2.0,753.25,0.0,-584.24
MNR,2,1,414.63,0,-25.47,1,1187.5,0,-13.04,0.0,-185.01,0.0,-242.15
